Drone,Time,North,East,Altitude,Vx,Vy
3, 1.74, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.74, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.74, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.75, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.75, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.75, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.75, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.75, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.76, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.76, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.76, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.76, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.76, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.77, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.77, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.77, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.77, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.77, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.78, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.78, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.78, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.78, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.78, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.79, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.79, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.79, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.79, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.79, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.80, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.80, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.80, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.80, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.80, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.81, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.81, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.81, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.81, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.81, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.82, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.82, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.82, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.82, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.82, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.83, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.83, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.83, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.83, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.83, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.84, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.84, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.84, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.84, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.84, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.85, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.85, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.85, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.85, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.85, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.86, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.86, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.86, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.86, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.86, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.87, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.87, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.87, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.87, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.87, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.88, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.88, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.88, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.88, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.88, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.89, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.89, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.89, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.89, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.89, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.90, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.90, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.90, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.90, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.90, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.91, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.91, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.91, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.91, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.91, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.92, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.92, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.92, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.92, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.92, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.93, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.93, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.93, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.93, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.93, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.94, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.94, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.94, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.94, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.94, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.95, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.95, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.95, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.95, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.95, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.96, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.96, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.96, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.96, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.96, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.97, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.97, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.97, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.97, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.97, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.98, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.98, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.98, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.98, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.98, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.99, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.99, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.99, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.99, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.99, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.00, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.00, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.00, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.00, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.00, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.01, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.01, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.01, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.01, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.01, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.02, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.02, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.02, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.02, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.02, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.03, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.03, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.03, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.03, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.03, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.04, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.04, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.04, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.04, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.04, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.05, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.05, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.05, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.05, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.05, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.06, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.06, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.06, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.06, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.06, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.07, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.07, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.07, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.07, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.07, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.08, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.08, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.08, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.08, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.08, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.09, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.09, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.09, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.09, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.09, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.10, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.10, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.10, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.10, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.10, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.11, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.11, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.11, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.11, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.11, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.12, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.12, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.12, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.12, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.12, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.13, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.13, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.13, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.13, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.13, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.14, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.14, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.14, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.14, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.14, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.15, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.15, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.15, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.15, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.15, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.16, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.16, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.16, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.16, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.16, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.17, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.17, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.17, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.17, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.17, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.18, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.18, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.18, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.18, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.18, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.19, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.19, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.19, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.19, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.19, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.20, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.20, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.20, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.20, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.20, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.21, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.21, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.21, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.21, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.21, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.22, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.22, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.22, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.22, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.22, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.23, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.23, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.23, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.23, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.23, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.24, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.24, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.24, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.24, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.24, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.25, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.25, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.25, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.25, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.25, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.26, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.26, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.26, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.26, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.26, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.27, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.27, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.27, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.27, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.27, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.28, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.28, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.28, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.28, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.28, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.29, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.29, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.29, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.29, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.29, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.30, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.30, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.30, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.30, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.30, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.31, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.31, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.31, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.31, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.31, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.32, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.32, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.32, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.32, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.32, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.33, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.33, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.33, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.33, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.33, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.34, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.34, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.34, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.34, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.34, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.35, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.35, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.35, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.35, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.35, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.36, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.36, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.36, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.36, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.36, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.37, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.37, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.37, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.37, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.37, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.38, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.38, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.38, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.38, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.38, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.39, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.39, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.39, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.39, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.39, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.40, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.40, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.40, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.40, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.40, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.41, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.41, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.41, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.41, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.41, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.42, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.42, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.42, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.42, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.42, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.43, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.43, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.43, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.43, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.43, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.44, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.44, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.44, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.44, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.44, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.45, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.45, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.45, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.45, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.45, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.46, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.46, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.46, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.46, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.46, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.47, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.47, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.47, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.47, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.47, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.48, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.48, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.48, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.48, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.48, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.49, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.49, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.49, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.49, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.49, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.50, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.50, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.50, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.50, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.50, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.51, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.51, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.51, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.51, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.51, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.52, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.52, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.52, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.52, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.52, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.53, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.53, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.53, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.53, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.53, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.54, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.54, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.54, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.54, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.54, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.55, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.55, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.55, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.55, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.55, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.56, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.56, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.56, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.56, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.56, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.57, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.57, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.57, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.57, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.57, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.58, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.58, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.58, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.58, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.58, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.59, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.59, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.59, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.59, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.59, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.60, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.60, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.60, 13.61, 191.32, -0.00, 2.80, -1.58
4, 2.60, 203.96, 18.37, -0.00, 0.70, 2.96
5, 2.60, 116.36, 249.57, -0.00, 2.52, -1.15
1, 2.61, 7.00, 10.71, -0.00, 0.85, 1.84
2, 2.61, 9.49, 65.08, -0.00, 1.70, 2.03
3, 2.61, 13.61, 191.32, -0.00, 2.80, -1.58
